,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,votes,view,view_month,date
1371,The Powerful Mancuso,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112810218/the-powerful-mancuso,2.5,-1,Boulder,V8,1,12.0,43.40436,-89.72961,4,989,14,"Apr9,2017"
1372,Oogenesis,White Wall > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113083798/oogenesis,2.5,-1,Boulder,V8,1,12.0,43.412259999999996,-89.70682,4,847,12,"Jun4,2017"
1373,Beanie Baby,1. Obzen > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118214707/beanie-baby,2.4,-1,Boulder,V6-7,1,,43.412890000000004,-89.71164,5,437,11,"Jan5,2020"
1374,Piecemeal,Super Slab Area > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119761263/piecemeal,2.3,-1,Boulder,V6,1,,43.42098,-89.73728,7,617,20,"Oct18,2020"
1375,Two Face,"Two Face > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107749447/two-face,2.4,-1,Boulder,V8 PG13,1,,43.42814,-89.73555999999999,5,656,5,"Aug14,2012"
1376,Bossy,The Lost and Found Boulders > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107790940/bossy,2.3,-1,Boulder,V6,1,10.0,43.4179,-89.72497,8,607,5,"Sep11,2012"
1377,Velvet Hammer,1.  Alpine Club > 06. Alpine Club/Beautiful Soup > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107118059/velvet-hammer,2.3,-1,Boulder,V8,1,,43.41806,-89.73699,6,1344,9,"Apr28,2011"
1378,Replicant,Clusterf@&% Area (aka Lost Face Boulders) > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119665272/replicant,2.5,-1,Boulder,V10,1,,43.42055,-89.738,2,500,16,"Oct2,2020"
1379,The Mask,The Mask > 03. Potholes Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/121553751/the-mask,2.5,-1,Boulder,V6-7,1,,43.41252,-89.71961999999999,2,231,13,"Oct30,2021"
1380,Tall Boy Sit,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119123532/tall-boy-sit,2.5,-1,Boulder,V8-,1,,43.40436,-89.72961,2,500,15,"Jun28,2020"
1381,Snoop Stachio,The Stache (aka Dog Walk) Boulder > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120495003/snoop-stachio,2.5,-1,Boulder,V6-7,1,10.0,43.42135,-89.73618,2,304,12,"Apr4,2021"
1382,Bordeaux,"1.  Smooth Operator Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/106436658/bordeaux,2.0,-1,Boulder,V8,1,,43.42818,-89.73615,2,2158,13,"May19,2009"
1383,Shady Fucker,Greatest Show Boulders > 3. Greatest Show > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113881565/shady-fucker,2.5,-1,Boulder,V9,1,12.0,43.424620000000004,-89.72344,2,735,11,"Nov28,2017"
1384,Spiral Staircase,11. Vulture Lookout East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114313957/spiral-staircase,2.5,-1,Boulder,V10- PG13,1,,43.41357,-89.70137,2,653,11,"Apr29,2018"
1385,Swing State,Upper Slant Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119880677/swing-state,2.5,-1,Boulder,V8,1,,43.4211,-89.73704000000001,2,293,10,"Nov7,2020"
1386,Dorsal Fin,"Fairy > 3.  Big Red > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/112860028/dorsal-fin,2.5,-1,Boulder,V7,1,,43.4269,-89.73554,2,526,7,"Apr28,2017"
1387,Grasping at Something,08. Hogleg/Anchorpoint > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107180322/grasping-at-something,2.5,-1,Boulder,V8,1,,43.41885,-89.73700000000001,2,1018,7,"Jun18,2011"
1388,Finding the Right Balance,Right Balance > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/110932795/finding-the-right-balance,2.5,-1,Boulder,V6,1,,43.4149,-89.72541,2,570,6,"Aug24,2015"
1389,Astral Projection,"The Prow (aka Tunder Tighs) > 7.  Massive Vertigo Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/106619120/astral-projection,2.5,-1,Boulder,V8,1,,43.42351,-89.73640999999999,2,903,6,"Dec2,2009"
1390,Thumbs Up,Amazing Pillar > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107599268/thumbs-up,2.5,-1,Boulder,V8,1,,43.4036,-89.73416999999999,2,629,5,"May8,2012"
1391,Coldplay,"Coldplay > 3.  Big Red > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/108349193/coldplay,2.5,-1,Boulder,V8,1,12.0,43.42687,-89.73606,2,546,5,"Sep22,2013"
1392,Bidness Project,Super Slab Area > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106560258/bidness-project,2.5,-1,Boulder,V9+,1,,43.42098,-89.73728,2,716,4,"Oct2,2009"
1393,Back Scratcher,Mix > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108071194/back-scratcher,2.5,-1,Boulder,V6,1,,43.41251,-89.71195999999999,2,513,4,"Apr3,2013"
1394,Jenga Low,Jenga > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107180379/jenga-low,2.5,-1,Boulder,V8,1,,43.42100000000001,-89.73774,2,548,4,"Jun18,2011"
1395,Hungry Hippos,Jenga > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106742856/hungry-hippos,1.9,-1,Boulder,V6-7,1,,43.42100000000001,-89.73774,14,2030,13,"Apr25,2010"
1396,Mancusco Direct,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/121493536/mancusco-direct,2.3,-1,Boulder,V6,1,,43.40436,-89.72961,3,372,21,"Oct18,2021"
1397,Smackdown Sit,"Slap > 3.  Big Red > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107646318/smackdown-sit,2.3,-1,Boulder,V6,1,,43.42674,-89.73576,4,986,7,"Jun7,2012"
1398,Falling to Pieces,Jenga > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107173367/falling-to-pieces,2.3,-1,Boulder,V10 R,1,15.0,43.42100000000001,-89.73774,4,777,5,"Jun13,2011"
1399,Oklobzija's Problem,Super Slab Area > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107376562/oklobzijas-problem,2.1,-1,Boulder,V7+,1,6.0,43.42098,-89.73728,7,1394,10,"Nov19,2011"
1400,Cloven Hoof,04. Cloven Hoof > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117065586/cloven-hoof,2.3,-1,Boulder,V6,1,,43.40403,-89.72506,3,674,14,"Jun3,2019"
1401,Forged by Fire,Rhombus > 01. South Shore Talus > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120359340/forged-by-fire,2.3,-1,Boulder,V8,1,,43.41375,-89.72379000000001,3,314,12,"Mar6,2021"
1402,Lingering Spirits,Ghost of the Forest > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122561538/lingering-spirits,2.3,-1,Boulder,V6-7,1,,43.42508,-89.72621,4,282,28,"Jun12,2022"
1403,Twinkle Toes,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109683845/twinkle-toes,2.3,-1,Boulder,V11,1,,43.4,-89.74329,3,1204,12,"Nov7,2014"
1404,Holy Cow,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111196286/holy-cow,2.3,-1,Boulder,V10,1,,43.42157,-89.72333,3,998,11,"Oct21,2015"
1405,Bad Backwards,Bad Backwards > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112547178/bad-backwards,2.0,-1,Boulder,V9,1,,43.41278,-89.71228,4,703,9,"Mar12,2017"
1406,Call of the Wild,"Warbler > 7.  Massive Vertigo Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/109715768/call-of-the-wild,2.3,-1,Boulder,V8-,1,,43.42426,-89.73664000000001,3,905,9,"Nov15,2014"
1407,Yogi,Sunny & 60s > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109578318/yogi,2.3,-1,Boulder,V6,1,,43.42442,-89.72506,3,809,8,"Oct12,2014"
1408,Butter Burger,Block Party > 01. South Shore Talus > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107082249/butter-burger,2.3,-1,Boulder,V10,1,,43.41345,-89.7225,3,1127,8,"Mar28,2011"
1409,Tick Tock,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107581107/tick-tock,2.3,-1,Boulder,V8,1,,43.4,-89.74329,3,976,7,"Apr27,2012"
1410,Agents of Fortune,Super Slab Area > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122247761/agents-of-fortune,2.3,-1,Boulder,V6,1,,43.42098,-89.73728,4,223,19,"Apr17,2022"
1411,Midwest Dream,"El Parasol > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/109473696/midwest-dream,2.0,-1,Boulder,V8,1,,43.427659999999996,-89.73581,5,1438,14,"Sep15,2014"
1412,Regular Route,Half Dome Boulder > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106514815/regular-route,2.3,-1,Boulder,V9,1,,43.42008,-89.7365,4,2156,13,"Aug12,2009"
1413,Hot and Ready,"Ballistic > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107618246/hot-and-ready,2.3,-1,Boulder,V8,1,,43.42792,-89.73578,4,1611,12,"May21,2012"
1414,Cake Knife,08. Railroad Amphitheater > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118622284/cake-knife,2.3,-1,Boulder,V6-7 PG13,1,,43.41813,-89.72721999999999,4,416,11,"Mar7,2020"
1415,Corner Store,"1.  Smooth Operator Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/112861122/corner-store,2.2,-1,Boulder,V9-,1,,43.42818,-89.73615,5,818,11,"Apr29,2017"
1416,Foreplay,08. Hogleg/Anchorpoint > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107180329/foreplay,2.3,-1,Boulder,V8,1,,43.41885,-89.73700000000001,3,1156,8,"Jun18,2011"
1417,Like a Boss,"5.  Nature Walk > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107180397/like-a-boss,2.3,-1,Boulder,V6,1,,43.4249,-89.73602,4,642,4,"Jun18,2011"
1418,Purple Dragon,Super Slab Area > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107378494/purple-dragon,1.7,-1,Boulder,V9,1,,43.42098,-89.73728,11,2041,15,"Nov21,2011"
1419,So Dope Direct,"Massive Vertigo > 7.  Massive Vertigo Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107126177/so-dope-direct,2.0,-1,Boulder,V7-,1,12.0,43.4237,-89.73655,7,1122,8,"May5,2011"
1420,Yo Shorty,Yo Shorty > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106766826/yo-shorty,2.0,-1,Boulder,V6,1,,43.42088,-89.73639,7,550,4,"May17,2010"
1421,Apples and Bananas,"Peaches > 4.  Peaches and Castle in the Sky > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107786647/apples-and-bananas,2.0,-1,Boulder,V6,1,12.0,43.425740000000005,-89.73585,6,698,5,"Sep9,2012"
1422,Brie,Upper Slant Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108359538/brie,2.0,-1,Boulder,V6,1,10.0,43.4211,-89.73704000000001,5,557,5,"Sep29,2013"
1423,Big Flat Iron,4. Flatiron > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118220902/big-flat-iron,2.0,-1,Boulder,V6,1,,43.41338,-89.71207,4,771,19,"Jan6,2020"
1424,Common Decency,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118696101/common-decency,2.0,-1,Boulder,V6,1,,43.4,-89.74329,4,543,15,"Mar25,2020"
1425,Bananarama,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109507432/bananarama,2.0,-1,Boulder,V6,1,,43.4,-89.74329,4,919,9,"Sep24,2014"
1426,Snoop Dog,The Stache (aka Dog Walk) Boulder > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109094802/snoop-dog,2.0,-1,Boulder,V7,1,,43.42135,-89.73618,4,905,8,"Jun12,2014"
1427,Dolphin Fingers,Ocean Floor > 04. Birthday Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109555555/dolphin-fingers,2.0,-1,Boulder,V7,1,,43.41659,-89.72669,4,591,6,"Oct6,2014"
1428,Battleship,Jenga > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107180356/battleship,2.0,-1,Boulder,V10,1,,43.42100000000001,-89.73774,4,673,5,"Jun18,2011"
1429,Star Trails,Elephant Post > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122510625/star-trails,2.0,-1,Boulder,V9,1,,43.42543,-89.72525,2,463,45,"Jun4,2022"
1430,Twisted,"Twist > 5.  Above and Beyond > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118070189/twisted,2.0,-1,Boulder,V10,1,,43.42335,-89.73742,3,845,20,"Nov19,2019"
1431,Danger Mouse,Winter Blues > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118651798/danger-mouse,2.0,-1,Boulder,V10+,1,15.0,43.42621,-89.72622,3,574,15,"Mar14,2020"
1432,Hammer Club,1.  Alpine Club > 06. Alpine Club/Beautiful Soup > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107357976/hammer-club,2.0,-1,Boulder,V8,1,,43.41806,-89.73699,3,2182,16,"Nov3,2011"
1433,Purple Hatchet,Purple Hatchet > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118172601/purple-hatchet,2.3,-1,Boulder,V10 PG13,1,,43.41339,-89.7126,3,513,13,"Dec22,2019"
1434,Superstition,Bill's Buttress > 08. East Rampart > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118577581/superstition,2.0,-1,Boulder,V7+,1,,43.41362,-89.71431,3,433,11,"Feb24,2020"
1435,Rocket Man,1. Dazed and Contused > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112861142/rocket-man,2.0,-1,Boulder,V9,1,,43.412620000000004,-89.70849,3,785,11,"Apr29,2017"
1436,Thrasher,Thrasher Slab > 02. Major Mass > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118666246/thrasher,2.0,-1,Boulder,V8,1,,43.413779999999996,-89.72113,3,381,10,"Mar17,2020"
1437,Steam Engine,08. Railroad Amphitheater > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114255468/steam-engine,2.0,-1,Boulder,V6,1,10.0,43.41813,-89.72721999999999,3,600,10,"Apr13,2018"
1438,Acute Angles,Rhombus > 01. South Shore Talus > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120359257/acute-angles,2.0,-1,Boulder,V6+,1,,43.41375,-89.72379000000001,3,222,9,"Mar6,2021"
